id,user_id,month,category,total_value,created_at,updated_at
5082998c-4ce3-4e59-9b0c-6ec61997f322,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Escritório,10294.68,2025-05-31 14:16:04.922718+00,2025-05-31 14:16:04.922718+00
3a5ccf43-f883-4d7e-a12a-607bc54c2a16,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Contas mensais,1632.4,2025-05-31 14:16:05.053872+00,2025-05-31 14:16:05.053872+00
a65dab21-149d-4ce9-87a8-9644aa3e7c89,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Estudos,977,2025-05-31 14:16:05.177941+00,2025-05-31 14:16:05.177941+00
e36a1840-ac1c-492f-a5bb-7b7469c19b6c,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Lazer e ócio,400.88,2025-05-31 14:16:05.284404+00,2025-05-31 14:16:05.284404+00
0c9eb428-aac0-4440-b10a-b6b19fc09f82,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Comida,861,2025-05-31 14:16:05.391597+00,2025-05-31 14:16:05.391597+00
d257b6cd-5823-4e9f-8baf-064c339cfacf,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Vida esportiva,1633.26,2025-05-31 14:16:05.500221+00,2025-05-31 14:16:05.500221+00
8750b4e7-47d0-4174-8755-148870c2f7be,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-07-01,Carro,1519.16,2025-05-31 14:16:05.718217+00,2025-05-31 14:16:05.718217+00
b5a30315-7b8d-4c26-8f21-7734c0f50ed8,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Apartamento,2644.39,2025-05-31 14:16:05.831873+00,2025-05-31 14:16:05.831873+00
fe7f5b04-4f7f-4817-844c-dd1651b5dcc9,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Escritório,4963,2025-05-31 14:16:05.932251+00,2025-05-31 14:16:05.932251+00
2a6b5c78-44b3-4991-a941-e517a2fdc43b,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Contas mensais,1633.49,2025-05-31 14:16:06.048233+00,2025-05-31 14:16:06.048233+00
da4549ec-26e9-417a-ba81-add8a86af0e2,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Estudos,364,2025-05-31 14:16:06.151526+00,2025-05-31 14:16:06.151526+00
7c46194e-c2f8-47eb-8cbe-209ffce18693,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Lazer e ócio,1904.09,2025-05-31 14:16:06.253709+00,2025-05-31 14:16:06.253709+00
bf682d48-838d-427f-addb-ff47e69a9a3d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Comida,602.94,2025-05-31 14:16:06.347758+00,2025-05-31 14:16:06.347758+00
82a604c3-2cfe-485e-97b2-b6bf77e1443c,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Vida esportiva,1356.45,2025-05-31 14:16:06.449523+00,2025-05-31 14:16:06.449523+00
b0255387-f04a-45e2-b8f1-e79c80bab1a2,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-08-01,Carro,1142.16,2025-05-31 14:16:06.554067+00,2025-05-31 14:16:06.554067+00
f713c710-643d-424b-a09f-0e6751febedd,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Apartamento,2998.35,2025-05-31 14:16:06.664467+00,2025-05-31 14:16:06.664467+00
2a6407cf-3f62-4cdd-9fb8-bb4974ec1121,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Escritório,5673.68,2025-05-31 14:16:06.768663+00,2025-05-31 14:16:06.768663+00
6fe0bc9f-b8cc-4631-9ac0-cc97edd7cc66,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Contas mensais,1307.43,2025-05-31 14:16:06.875275+00,2025-05-31 14:16:06.875275+00
8b7f35d2-6c76-4dc7-bd47-c9e7e0474cc7,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Lazer e ócio,420,2025-05-31 14:16:06.974718+00,2025-05-31 14:16:06.974718+00
6752e73e-76dd-49e1-8e08-9b8aab917931,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Comida,541.2,2025-05-31 14:16:07.068799+00,2025-05-31 14:16:07.068799+00
99e6f971-71b6-4036-8f6f-617b627194f7,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Vida esportiva,2801,2025-05-31 14:16:07.177981+00,2025-05-31 14:16:07.177981+00
b3d9bdc3-4a3a-44ce-ac91-d43e77481fd6,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-09-01,Carro,774,2025-05-31 14:16:07.287241+00,2025-05-31 14:16:07.287241+00
b3ce0dbf-6d9a-4281-8cdd-adecb28db53d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Apartamento,2923.05,2025-05-31 14:16:07.403875+00,2025-05-31 14:16:07.403875+00
4312cbcf-9b06-4fcf-8340-94d8c2d9453a,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Escritório,4678.6,2025-05-31 14:16:07.504812+00,2025-05-31 14:16:07.504812+00
4bc1460a-aa36-4e89-a656-a89fbe1a81f1,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Contas mensais,1798.28,2025-05-31 14:16:07.607481+00,2025-05-31 14:16:07.607481+00
7d512025-3a6e-4ec7-a3fb-52da8cc39b76,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Estudos,189,2025-05-31 14:16:07.742678+00,2025-05-31 14:16:07.742678+00
9fe5c9ac-8c53-4b40-80ac-ac15ad14fbdb,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Lazer e ócio,219,2025-05-31 14:16:07.850029+00,2025-05-31 14:16:07.850029+00
114e2943-827a-4f95-bc9e-27f2ec2d65f6,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Comida,497.9,2025-05-31 14:16:07.983162+00,2025-05-31 14:16:07.983162+00
b1102a28-1440-4fc0-ae9b-2f39c2ba9678,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Vida esportiva,639,2025-05-31 14:16:08.084924+00,2025-05-31 14:16:08.084924+00
dc89a398-3202-4fe7-a220-0a400ccb20ea,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-10-01,Carro,280,2025-05-31 14:16:08.208678+00,2025-05-31 14:16:08.208678+00
a2b37092-d2eb-4bde-9e4e-07b344a4b6ed,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Apartamento,6049.31,2025-05-31 14:16:08.311025+00,2025-05-31 14:16:08.311025+00
e0c0c87b-3b5e-4392-bc4d-9835bcefe1b6,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Escritório,2251.65,2025-05-31 14:16:08.428839+00,2025-05-31 14:16:08.428839+00
cb4122b7-d98f-4f01-8596-e6d34275f31d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Contas mensais,4621.97,2025-05-31 14:16:08.539227+00,2025-05-31 14:16:08.539227+00
de8fa85d-22f4-491b-8ecb-0dad204bcbfe,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Estudos,741,2025-05-31 14:16:08.645818+00,2025-05-31 14:16:08.645818+00
1dd8f23c-4bb8-4298-856c-479e76fafe67,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Lazer e ócio,2620,2025-05-31 14:16:08.746381+00,2025-05-31 14:16:08.746381+00
9f3be574-e2cd-4934-a109-8cdf545c7cb6,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Comida,1003.93,2025-05-31 14:16:08.857078+00,2025-05-31 14:16:08.857078+00
1296d0b4-215b-455f-a52a-9b7360aa3a3b,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Tráfego Pago,90,2025-05-31 14:16:08.950046+00,2025-05-31 14:16:08.950046+00
0462d87b-cf01-489e-8f51-c6917fd09b56,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Vida esportiva,2498.46,2025-05-31 14:16:09.045559+00,2025-05-31 14:16:09.045559+00
3e314f26-f4a8-4eab-8869-d70f3746156a,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-11-01,Carro,455.9,2025-05-31 14:16:09.244747+00,2025-05-31 14:16:09.244747+00
f6f37e57-7623-4f46-aa2f-4173da2ca281,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Apartamento,8879.65,2025-05-31 14:16:09.348577+00,2025-05-31 14:16:09.348577+00
f36a064c-a360-4141-bf2f-420995ca7ec2,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Escritório,3028.93,2025-05-31 14:16:09.4624+00,2025-05-31 14:16:09.4624+00
d246bf03-9e96-4dc9-afc4-59c303e50a10,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Contas mensais,2861.6,2025-05-31 14:16:09.569965+00,2025-05-31 14:16:09.569965+00
bd95602f-6d20-4a49-bd05-0d1e25818ebc,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Estudos,105,2025-05-31 14:16:09.664878+00,2025-05-31 14:16:09.664878+00
854ef5bc-b969-4ef2-9831-297f12993c93,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Lazer e ócio,2046.92,2025-05-31 14:16:09.770647+00,2025-05-31 14:16:09.770647+00
9738a9a7-42f3-4c2c-8843-972e24918d2d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Comida,747,2025-05-31 14:16:09.879043+00,2025-05-31 14:16:09.879043+00
534e4f35-3859-44b2-b7c3-5e15b207b583,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Tráfego Pago,1464.98,2025-05-31 14:16:09.981219+00,2025-05-31 14:16:09.981219+00
214712c8-08bb-4e73-8576-c3f2761a4112,a3b12ed2-9440-40d9-9293-3c20e778dd74,2024-12-01,Carro,315,2025-05-31 14:16:10.202495+00,2025-05-31 14:16:10.202495+00
5c062827-f700-495f-a1bd-98e73bc0320d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Apartamento,6049.31,2025-05-31 14:16:10.3108+00,2025-05-31 14:16:10.3108+00
bf63e8c0-66e7-4c36-acd0-979ec5b34438,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Escritório,2251.65,2025-05-31 14:16:10.414281+00,2025-05-31 14:16:10.414281+00
3d66021c-b10c-4ef4-bbd8-843297a4e90d,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Contas mensais,4621.97,2025-05-31 14:16:10.523824+00,2025-05-31 14:16:10.523824+00
5b2b441d-5e2c-484b-ad80-e0fb88469e82,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Estudos,741,2025-05-31 14:16:10.636947+00,2025-05-31 14:16:10.636947+00
2979a278-0803-45f8-a283-2299a589ba0e,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Lazer e ócio,2620,2025-05-31 14:16:10.861679+00,2025-05-31 14:16:10.861679+00
6c826287-9d83-4f22-bd68-7a301b4c6a2a,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Comida,1003.93,2025-05-31 14:16:10.955447+00,2025-05-31 14:16:10.955447+00
3c2d89be-7eb5-4f7d-9155-02e8037028ba,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Tráfego Pago,90,2025-05-31 14:16:11.057589+00,2025-05-31 14:16:11.057589+00
2038101a-fb22-45a5-a150-bed4dcd646e0,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Vida esportiva,2498.46,2025-05-31 14:16:11.165261+00,2025-05-31 14:16:11.165261+00
b9861fde-60b6-4a45-b5b0-97134efbbbe6,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-01-01,Carro,455.9,2025-05-31 14:16:11.371387+00,2025-05-31 14:16:11.371387+00
175d7f04-c34d-4c67-b304-58ac74967056,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Apartamento,3530.42,2025-05-31 14:16:11.473338+00,2025-05-31 14:16:11.473338+00
4e392d1c-99e5-4e1c-89e3-0c55e55c6c93,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Escritório,9983.78,2025-05-31 14:16:11.585824+00,2025-05-31 14:16:11.585824+00
362cff4a-b258-4479-9075-91e8b3d22daf,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Contas mensais,4284.2,2025-05-31 14:16:11.689838+00,2025-05-31 14:16:11.689838+00
bcb9d62d-3dc3-4e6d-ac83-9f7f91abc728,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Estudos,126,2025-05-31 14:16:11.79162+00,2025-05-31 14:16:11.79162+00
ce4b8b23-454b-4261-92af-8b278526fb0f,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Lazer e ócio,2616,2025-05-31 14:16:11.901925+00,2025-05-31 14:16:11.901925+00
014e1c42-d8c5-4a11-8478-dc03706f6c20,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Comida,822.25,2025-05-31 14:16:12.013175+00,2025-05-31 14:16:12.013175+00
1f974941-6b5f-4f06-ad8f-304243eb24f5,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Vida esportiva,1624.86,2025-05-31 14:16:12.121477+00,2025-05-31 14:16:12.121477+00
ff30aa4a-00b9-447c-84ca-ecb739ed7879,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-02-01,Carro,2848.07,2025-05-31 14:16:12.226953+00,2025-05-31 14:16:12.226953+00
10c2c298-cd1d-4e8f-a4ce-9860e9330275,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Apartamento,3458.52,2025-05-31 14:16:12.342051+00,2025-05-31 14:16:12.342051+00
709248c6-9852-4a3e-afa3-d36684a50abd,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Escritório,1648.03,2025-05-31 14:16:12.449289+00,2025-05-31 14:16:12.449289+00
26a7010b-2f14-4cb4-8624-9ab557c59783,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Vida esportiva,773.21,2025-05-31 14:16:13.010634+00,2025-05-31 14:16:13.010634+00
17304dec-31b7-4e87-a192-ae58996574cb,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Contas mensais,3366.92,2025-05-31 14:16:13.562889+00,2025-05-31 14:16:13.562889+00
dedd783a-9d3f-4114-894c-1223e8adaa91,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Go On Outdoor,861.48,2025-05-31 14:16:14.082605+00,2025-05-31 14:16:14.082605+00
8e868819-81d1-4c8b-af95-9183337f0e9b,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Lazer e ócio,424.18,2025-05-31 14:16:14.601023+00,2025-05-31 14:16:14.601023+00
ca406a7a-22c1-475b-af50-c2f370aab323,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Contas mensais,4397.49,2025-05-31 14:16:12.556831+00,2025-05-31 14:16:12.556831+00
b3df4f74-6f44-4273-b753-231503b12e09,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Go On Outdoor,118,2025-05-31 14:16:13.133004+00,2025-05-31 14:16:13.133004+00
528f6d9a-794a-4c84-9436-62eec69a7acd,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Estudos,97,2025-05-31 14:16:13.666648+00,2025-05-31 14:16:13.666648+00
262d5b32-d031-40a7-bfd1-728e83e7047c,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Carro,3293.84,2025-05-31 14:16:14.185293+00,2025-05-31 14:16:14.185293+00
937c08c7-9979-420e-8831-bb53ca859a7c,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Comida,464.83,2025-05-31 14:16:14.707786+00,2025-05-31 14:16:14.707786+00
ca2131f9-d80f-4698-9f5f-43d56bbfe46c,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Estudos,410.99,2025-05-31 14:16:12.659053+00,2025-05-31 14:16:12.659053+00
645eff41-5877-481d-b779-ede06ebc6ccd,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Carro,1260.38,2025-05-31 14:16:13.238889+00,2025-05-31 14:16:13.238889+00
b856d906-b54d-4bf9-9cb8-81e0cac85178,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Lazer e ócio,3172.82,2025-05-31 14:16:13.763167+00,2025-05-31 14:16:13.763167+00
c2e85678-6e22-49e4-9d9c-1a5180d80723,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Apartamento,393.09,2025-05-31 14:16:14.2795+00,2025-05-31 14:16:14.2795+00
255d9e39-755d-4515-a130-280a74f97abf,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Vida esportiva,5842.13,2025-05-31 14:16:14.81467+00,2025-05-31 14:16:14.81467+00
20d541fd-4dfc-4447-965d-850a11c21b63,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Lazer e ócio,804.86,2025-05-31 14:16:12.790333+00,2025-05-31 14:16:12.790333+00
770f601f-8991-460d-ad5f-b335a5a098c2,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Apartamento,3235.52,2025-05-31 14:16:13.341849+00,2025-05-31 14:16:13.341849+00
a53b39f2-12d3-47b2-bc4a-b7324f8fc592,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Comida,564.63,2025-05-31 14:16:13.870079+00,2025-05-31 14:16:13.870079+00
fce0e6ef-4434-4ef6-8db4-d6da5892e3c4,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Escritório,1291.79,2025-05-31 14:16:14.381504+00,2025-05-31 14:16:14.381504+00
88562522-c610-445d-9e75-5e13dbf51d2f,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Go On Outdoor,451.95,2025-05-31 14:16:14.914707+00,2025-05-31 14:16:14.914707+00
f6a2f3cd-6896-47b3-a3b6-7d3c54ae5dba,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-03-01,Comida,862.7,2025-05-31 14:16:12.905545+00,2025-05-31 14:16:12.905545+00
0f1ae604-e7a7-4ecc-b89c-136219c5ac46,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Escritório,1995.54,2025-05-31 14:16:13.458333+00,2025-05-31 14:16:13.458333+00
52a33267-0c1a-4f06-9a2f-53f8394acdec,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Vida esportiva,3709.83,2025-05-31 14:16:13.974835+00,2025-05-31 14:16:13.974835+00
bfcec7b9-b385-4bb1-bad9-bb394d008648,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Contas mensais,3768.86,2025-05-31 14:16:14.486902+00,2025-05-31 14:16:14.486902+00
cb119fec-0eab-4894-a86c-d2a2d5e44011,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Carro,488.62,2025-05-31 14:16:15.014263+00,2025-05-31 14:16:15.014263+00
67e2a187-f9f5-4cdd-9a6b-315b6e5ee8f5,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-04-01,Produto Online,296.86,2025-05-31 14:43:09.239082+00,2025-05-31 14:43:09.239082+00
d41ef3f7-8f1c-4441-b76c-dede6ab27f56,a3b12ed2-9440-40d9-9293-3c20e778dd74,2025-05-01,Global Vita,590,2025-05-31 14:43:09.412134+00,2025-05-31 14:43:09.412134+00
0a9ee19b-6f45-4025-a586-5156ef3142b3,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Comida,2160.7,2025-06-02 19:55:41.803664+00,2025-06-02 19:55:41.803664+00
0ef5b134-a938-424f-809d-bfee0eeeae17,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Apartamento,58,2025-06-02 19:55:41.977989+00,2025-06-02 19:55:41.977989+00
e3b15f21-4635-4383-a0b5-a55b0cecd585,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Dimitri,1244.12,2025-06-02 19:55:42.139108+00,2025-06-02 19:55:42.139108+00
7d34a0ed-45e5-4f5a-998f-1fd274eefa3b,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Vida Esportiva,346.84,2025-06-02 19:55:42.289686+00,2025-06-02 19:55:42.289686+00
ad83b241-a74d-4acb-b04f-3020b81b6888,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Lazer e ócio,259.11,2025-06-02 19:55:42.4521+00,2025-06-02 19:55:42.4521+00
19f46605-a75a-4f0e-910e-161bb3003aa4,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Estudos,111,2025-06-02 19:55:42.611924+00,2025-06-02 19:55:42.611924+00
70aa16cc-f636-4db2-8ac3-7fc82f8f8f00,26bac8f5-5b37-4151-a95c-247251b8556d,2025-01-01,Cuidados pessoais,1388.64,2025-06-02 19:55:42.7548+00,2025-06-02 19:55:42.7548+00
09db0171-712c-472e-988c-c9033892b79b,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Comida,2069.91,2025-06-02 19:55:42.926932+00,2025-06-02 19:55:42.926932+00
c0e1190a-e599-46dc-8c73-f91935a7fc98,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Dimitri,767.69,2025-06-02 19:55:43.076074+00,2025-06-02 19:55:43.076074+00
6f171ced-2b39-4b78-ac41-4df782f0bfa1,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Vida Esportiva,127.88,2025-06-02 19:55:43.219346+00,2025-06-02 19:55:43.219346+00
986cd1f8-8ce1-4543-97d7-256f8ea17110,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Lazer e ócio,369.2,2025-06-02 19:55:43.360968+00,2025-06-02 19:55:43.360968+00
a61e1be7-e6d8-43d4-a0bb-54569594031f,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Estudos,52.9,2025-06-02 19:55:43.503059+00,2025-06-02 19:55:43.503059+00
6e1ea4d7-3b16-40fa-a57a-82989c245ea7,26bac8f5-5b37-4151-a95c-247251b8556d,2025-02-01,Cuidados pessoais,1068.95,2025-06-02 19:55:43.635776+00,2025-06-02 19:55:43.635776+00
b0db4cb7-9af5-4f50-b8a5-41648031ec64,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Comida,3226.45,2025-06-02 19:55:43.789164+00,2025-06-02 19:55:43.789164+00
85b8adf7-8544-494b-917c-7708587f8331,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Dimitri,883.3,2025-06-02 19:55:43.997167+00,2025-06-02 19:55:43.997167+00
05ac1fd3-7e99-4afd-9fec-3bcd1447f065,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Vida Esportiva,437.79,2025-06-02 19:55:44.12805+00,2025-06-02 19:55:44.12805+00
5b51f8d0-88cd-43f4-bbbf-6d07de9f0d91,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Comida,2350.73,2025-06-02 19:55:44.579542+00,2025-06-02 19:55:44.579542+00
7c736543-a672-4522-8925-a80d7aec5ef9,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Lazer e ócio,89.86,2025-06-02 19:55:44.279913+00,2025-06-02 19:55:44.279913+00
0f756e69-0dd2-4771-8fda-951a067c86a5,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Dimitri,315.23,2025-06-02 19:55:44.843113+00,2025-06-02 19:55:44.843113+00
791e5ab9-383e-49dd-bc65-137f0cc94365,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Cuidados pessoais,3507.13,2025-06-02 19:55:45.412191+00,2025-06-02 19:55:45.412191+00
c00629b3-245f-4aeb-b068-536b8bf9327f,26bac8f5-5b37-4151-a95c-247251b8556d,2025-05-01,Dimitri,703.03,2025-06-02 19:55:45.928282+00,2025-06-02 19:55:45.928282+00
7358404d-fb87-43fe-9417-605b2d8ce1e6,26bac8f5-5b37-4151-a95c-247251b8556d,2025-03-01,Cuidados pessoais,3519.21,2025-06-02 19:55:44.427383+00,2025-06-02 19:55:44.427383+00
de89cca8-6f41-49aa-96f8-71a9ea78b111,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Vida Esportiva,519.38,2025-06-02 19:55:44.97236+00,2025-06-02 19:55:44.97236+00
90cb525c-b848-4ebc-bc66-56c394627d7e,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Viagens,1151.46,2025-06-02 19:55:45.529264+00,2025-06-02 19:55:45.529264+00
7efce2b5-e7a5-4165-b93d-4809a78b7f0f,26bac8f5-5b37-4151-a95c-247251b8556d,2025-05-01,Vida Esportiva,248.82,2025-06-02 19:55:46.079041+00,2025-06-02 19:55:46.079041+00
e155d362-0315-471f-bebe-a76431a6d1d3,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Apartamento,24,2025-06-02 19:55:44.709247+00,2025-06-02 19:55:44.709247+00
ae85cf27-6eca-4850-b52f-f45445096e80,26bac8f5-5b37-4151-a95c-247251b8556d,2025-04-01,Estudos,149.8,2025-06-02 19:55:45.260632+00,2025-06-02 19:55:45.260632+00
a9733a55-2160-4ff4-8571-9d699d9f80ee,26bac8f5-5b37-4151-a95c-247251b8556d,2025-05-01,Apartamento,4350,2025-06-02 19:55:45.802713+00,2025-06-02 19:55:45.802713+00
